frame,center
1,88.0
2,87.0
3,88.0
4,87.0
5,87.0
6,87.0
7,86.0
8,85.0
9,85.0
10,85.0
11,85.0
12,90.0
13,88.0
14,84.0
15,85.0
16,86.0
17,88.0
18,84.0
19,88.0
20,87.0
21,85.0
22,85.0
23,87.0
24,85.0
25,89.0
26,85.0
27,86.0
28,88.0
29,86.0
30,88.0
31,87.0
32,86.0
33,86.0
34,87.0
35,89.0
36,86.0
37,86.0
38,89.0
39,85.0
40,88.0
41,86.0
42,88.0
43,88.0
44,87.0
45,87.0
46,86.0
47,89.0
48,85.0
49,87.0
50,85.0
51,84.0
52,86.0
53,86.0
54,85.0
55,85.0
56,85.0
57,85.0
58,85.0
59,89.0
60,86.0
61,86.0
62,84.0
63,84.0
64,83.0
65,82.0
66,79.0
67,80.0
68,80.0
69,82.0
70,85.0
71,88.0
72,95.0
73,99.0
