frame,center
1,319.0
2,318.0
3,319.0
4,320.0
5,322.0
6,318.0
7,317.0
8,321.0
9,320.0
10,319.0
11,319.0
12,321.0
13,322.0
14,320.0
15,317.0
16,317.0
17,317.0
18,317.0
19,317.0
20,318.0
21,320.0
22,321.0
23,321.0
24,322.0
25,321.0
26,319.0
27,322.0
28,322.0
29,326.0
30,325.0
31,322.0
32,324.0
33,322.0
34,325.0
35,324.0
36,326.0
37,326.0
38,329.0
39,329.0
40,327.0
41,327.0
42,323.0
43,327.0
44,325.0
45,328.0
46,328.0
47,329.0
48,329.0
49,328.0
50,330.0
51,329.0
52,332.0
53,332.0
54,332.0
55,331.0
56,332.0
57,334.0
58,329.0
59,331.0
60,330.0
61,332.0
