frame,center
1,150.0
2,152.0
3,150.0
4,151.0
5,152.0
6,153.0
7,151.0
8,151.0
9,152.0
10,150.0
11,151.0
12,152.0
13,152.0
14,151.0
15,151.0
16,150.0
17,152.0
18,154.0
19,153.0
20,152.0
21,153.0
22,153.0
23,153.0
24,155.0
25,154.0
26,151.0
27,152.0
28,153.0
29,156.0
30,153.0
31,151.0
32,150.0
33,154.0
34,153.0
35,152.0
36,151.0
37,153.0
38,153.0
39,152.0
40,152.0
41,153.0
42,152.0
43,152.0
44,157.0
45,157.0
46,157.0
47,152.0
48,151.0
49,150.0
50,150.0
51,150.0
52,150.0
53,150.0
54,151.0
55,151.0
56,150.0
57,150.0
58,150.0
59,151.0
60,151.0
61,152.0
62,150.0
63,151.0
64,151.0
65,151.0
66,151.0
67,151.0
68,152.0
69,152.0
70,153.0
71,151.0
72,150.0
