frame,center
1,187.0
2,186.0
3,183.0
4,184.0
5,185.0
6,184.0
7,185.0
8,184.0
9,185.0
10,185.0
11,184.0
12,184.0
13,187.0
14,187.0
15,188.0
16,187.0
17,184.0
18,186.0
19,185.0
20,185.0
21,184.0
22,185.0
23,185.0
24,185.0
25,185.0
26,184.0
27,186.0
28,187.0
29,185.0
30,186.0
31,184.0
32,183.0
33,185.0
34,186.0
35,186.0
36,183.0
37,183.0
38,185.0
39,184.0
40,184.0
41,184.0
42,186.0
43,184.0
44,187.0
45,186.0
46,186.0
47,187.0
48,183.0
49,185.0
50,184.0
51,185.0
52,184.0
53,184.0
54,184.0
55,183.0
56,186.0
57,183.0
58,183.0
59,184.0
60,183.0
61,184.0
62,184.0
63,184.0
64,186.0
65,186.0
66,187.0
67,185.0
68,187.0
