frame,center
1,189.0
2,190.0
3,190.0
4,190.0
5,187.0
6,191.0
7,189.0
8,185.0
9,189.0
10,190.0
11,189.0
12,181.0
13,183.0
14,190.0
15,187.0
16,189.0
17,188.0
18,184.0
19,181.0
20,181.0
21,182.0
22,182.0
23,180.0
24,181.0
25,185.0
26,185.0
27,181.0
28,180.0
29,180.0
30,179.0
31,183.0
32,179.0
33,184.0
34,180.0
35,182.0
36,184.0
37,183.0
38,177.0
39,180.0
40,178.0
41,181.0
42,181.0
43,178.0
44,177.0
45,180.0
46,180.0
47,179.0
48,184.0
49,178.0
50,180.0
51,177.0
52,179.0
53,178.0
54,182.0
55,181.0
56,179.0
57,179.0
58,178.0
59,182.0
60,185.0
61,186.0
62,190.0
63,193.0
64,195.0
65,196.0
66,198.0
67,199.0
68,197.0
69,198.0
70,194.0
71,193.0
72,195.0
73,192.0
74,192.0
