frame,center
1,274.0
2,276.0
3,273.0
4,273.0
5,278.0
6,277.0
7,277.0
8,278.0
9,281.0
10,279.0
11,278.0
12,277.0
13,278.0
14,274.0
15,274.0
16,274.0
17,273.0
18,275.0
19,275.0
20,273.0
21,273.0
22,273.0
23,277.0
24,274.0
25,272.0
26,268.0
27,266.0
28,260.0
29,260.0
30,261.0
31,261.0
32,261.0
33,260.0
34,260.0
35,264.0
36,266.0
37,267.0
38,263.0
39,264.0
40,262.0
41,265.0
42,264.0
43,269.0
44,269.0
45,269.0
46,271.0
47,272.0
48,273.0
49,275.0
50,275.0
51,277.0
52,273.0
53,273.0
54,271.0
55,273.0
56,270.0
57,271.0
58,269.0
59,268.0
60,267.0
61,265.0
