frame,center
1,202.0
2,203.0
3,205.0
4,206.0
5,208.0
6,208.0
7,208.0
8,206.0
9,207.0
10,208.0
11,204.0
12,199.0
13,198.0
14,203.0
15,201.0
16,198.0
17,198.0
18,197.0
19,201.0
20,200.0
21,201.0
22,199.0
23,199.0
24,198.0
25,197.0
26,198.0
27,198.0
28,198.0
29,198.0
30,199.0
31,200.0
32,201.0
33,201.0
34,199.0
35,199.0
36,198.0
37,199.0
38,198.0
39,200.0
40,199.0
41,201.0
42,200.0
43,197.0
44,197.0
45,197.0
46,197.0
47,198.0
48,198.0
49,199.0
50,200.0
51,196.0
52,199.0
53,199.0
54,199.0
55,197.0
56,205.0
57,204.0
58,201.0
59,201.0
