frame,center
1,207.0
2,207.0
3,207.0
4,210.0
5,209.0
6,208.0
7,210.0
8,211.0
9,211.0
10,209.0
11,209.0
12,210.0
13,210.0
14,209.0
15,208.0
16,207.0
17,207.0
18,207.0
19,207.0
20,208.0
21,208.0
22,205.0
23,205.0
24,207.0
25,209.0
26,209.0
27,208.0
28,206.0
29,207.0
30,210.0
31,209.0
32,206.0
33,207.0
34,208.0
35,208.0
36,210.0
37,211.0
38,211.0
39,210.0
40,211.0
41,213.0
42,215.0
43,220.0
44,222.0
45,220.0
46,223.0
47,223.0
48,223.0
49,222.0
50,219.0
51,220.0
52,221.0
53,219.0
54,218.0
55,212.0
56,209.0
57,210.0
58,209.0
59,209.0
60,209.0
61,207.0
62,205.0
63,204.0
64,205.0
65,198.0
66,205.0
67,206.0
68,199.0
69,199.0
70,199.0
71,198.0
72,200.0
73,201.0
74,202.0
75,198.0
76,202.0
77,201.0
