frame,center
1,138.0
2,136.0
3,136.0
4,136.0
5,135.0
6,136.0
7,137.0
8,135.0
9,134.0
10,135.0
11,136.0
12,137.0
13,136.0
14,135.0
15,136.0
16,138.0
17,138.0
18,137.0
19,138.0
20,139.0
21,139.0
22,137.0
23,137.0
24,141.0
25,141.0
26,142.0
27,136.0
28,135.0
29,135.0
30,135.0
31,134.0
32,135.0
33,135.0
34,136.0
35,135.0
36,132.0
37,133.0
38,133.0
39,132.0
40,132.0
41,134.0
42,135.0
43,136.0
44,134.0
45,135.0
46,135.0
47,134.0
48,134.0
49,133.0
50,134.0
51,133.0
52,134.0
53,133.0
54,134.0
55,135.0
56,135.0
57,134.0
58,135.0
59,137.0
60,135.0
61,136.0
62,136.0
63,137.0
64,134.0
65,134.0
66,135.0
67,133.0
68,132.0
69,133.0
70,131.0
71,132.0
72,132.0
