frame,center
1,376.0
2,379.0
3,374.0
4,372.0
5,370.0
6,376.0
7,373.0
8,370.0
9,367.0
10,366.0
11,367.0
12,369.0
13,369.0
14,367.0
15,368.0
16,366.0
17,365.0
18,364.0
19,366.0
20,365.0
21,364.0
22,364.0
23,365.0
24,364.0
25,363.0
26,366.0
27,368.0
28,367.0
29,368.0
30,369.0
31,372.0
32,371.0
33,369.0
34,368.0
35,368.0
36,366.0
37,368.0
38,369.0
39,369.0
40,368.0
41,369.0
42,369.0
43,369.0
44,369.0
45,368.0
46,368.0
47,368.0
48,372.0
49,370.0
50,369.0
51,370.0
52,370.0
53,370.0
54,370.0
55,369.0
56,370.0
57,372.0
58,371.0
59,373.0
60,371.0
61,373.0
