frame,center
1,178.0
2,174.0
3,180.0
4,181.0
5,182.0
6,183.0
7,183.0
8,184.0
9,185.0
10,186.0
11,187.0
12,186.0
13,185.0
14,183.0
15,184.0
16,181.0
17,184.0
18,179.0
19,180.0
20,181.0
21,184.0
22,184.0
23,180.0
24,178.0
25,170.0
26,174.0
27,176.0
28,173.0
29,172.0
30,172.0
31,169.0
32,173.0
33,177.0
34,174.0
35,177.0
36,179.0
37,181.0
38,183.0
39,193.0
40,189.0
41,191.0
42,192.0
43,191.0
44,192.0
45,191.0
46,192.0
47,192.0
48,191.0
49,191.0
50,192.0
51,191.0
52,189.0
53,188.0
54,192.0
55,186.0
56,185.0
57,182.0
58,183.0
59,182.0
60,182.0
61,183.0
