frame,center
1,210.0
2,210.0
3,210.0
4,208.0
5,208.0
6,209.0
7,209.0
8,209.0
9,209.0
10,209.0
11,206.0
12,206.0
13,207.0
14,209.0
15,208.0
16,207.0
17,207.0
18,208.0
19,209.0
20,206.0
21,207.0
22,208.0
23,207.0
24,210.0
25,208.0
26,211.0
27,211.0
28,210.0
29,210.0
30,209.0
31,212.0
32,208.0
33,212.0
34,212.0
35,213.0
36,213.0
37,213.0
38,214.0
39,211.0
40,212.0
41,213.0
42,213.0
43,211.0
44,212.0
45,212.0
46,213.0
47,211.0
48,210.0
49,209.0
50,211.0
51,210.0
52,209.0
53,208.0
54,206.0
55,211.0
56,211.0
57,209.0
58,210.0
59,209.0
60,208.0
61,210.0
62,211.0
63,210.0
64,211.0
65,211.0
66,211.0
67,207.0
68,207.0
69,208.0
70,208.0
71,209.0
72,208.0
73,208.0
74,208.0
75,203.0
76,192.0
