frame,center
1,142.0
2,139.0
3,147.0
4,139.0
5,140.0
6,143.0
7,141.0
8,141.0
9,140.0
10,141.0
11,134.0
12,140.0
13,140.0
14,143.0
15,142.0
16,142.0
17,141.0
18,141.0
19,141.0
20,141.0
21,140.0
22,144.0
23,142.0
24,143.0
25,138.0
26,135.0
27,136.0
28,134.0
29,136.0
30,133.0
31,133.0
32,141.0
33,142.0
34,141.0
35,139.0
36,144.0
37,143.0
38,145.0
39,144.0
40,143.0
41,140.0
42,141.0
43,142.0
44,144.0
45,144.0
46,146.0
47,146.0
48,146.0
49,145.0
50,144.0
51,143.0
52,144.0
53,145.0
54,146.0
55,146.0
56,148.0
57,146.0
58,147.0
59,146.0
60,148.0
61,147.0
62,146.0
63,148.0
64,146.0
65,145.0
66,143.0
67,145.0
68,146.0
69,156.0
70,156.0
71,158.0
