frame,center
1,132.0
2,131.0
3,131.0
4,123.0
5,125.0
6,127.0
7,126.0
8,126.0
9,126.0
10,125.0
11,125.0
12,123.0
13,124.0
14,124.0
15,126.0
16,125.0
17,125.0
18,123.0
19,123.0
20,123.0
21,122.0
22,131.0
23,130.0
24,131.0
25,130.0
26,130.0
27,130.0
28,131.0
29,130.0
30,130.0
31,129.0
32,129.0
33,129.0
34,123.0
35,122.0
36,122.0
37,122.0
38,123.0
39,122.0
40,123.0
41,125.0
42,126.0
43,126.0
44,127.0
45,127.0
46,130.0
47,133.0
48,134.0
49,136.0
50,135.0
51,136.0
52,135.0
53,135.0
54,137.0
55,136.0
56,136.0
57,135.0
58,134.0
59,132.0
60,133.0
61,132.0
62,132.0
63,131.0
64,130.0
65,130.0
66,130.0
67,123.0
68,123.0
69,122.0
70,123.0
71,121.0
72,123.0
73,124.0
74,128.0
75,128.0
76,128.0
77,128.0
