frame,center
1,277.0
2,277.0
3,275.0
4,276.0
5,276.0
6,276.0
7,277.0
8,278.0
9,282.0
10,280.0
11,281.0
12,278.0
13,276.0
14,277.0
15,276.0
16,275.0
17,275.0
18,274.0
19,275.0
20,274.0
21,273.0
22,273.0
23,273.0
24,273.0
25,273.0
26,271.0
27,272.0
28,271.0
29,271.0
30,271.0
31,271.0
32,272.0
33,272.0
34,272.0
35,273.0
36,275.0
37,273.0
38,276.0
39,278.0
40,279.0
41,278.0
42,278.0
43,276.0
44,276.0
45,275.0
46,276.0
47,268.0
48,252.0
49,244.0
50,225.0
51,213.0
52,214.0
53,221.0
54,229.0
55,249.0
56,276.0
57,267.0
58,262.0
59,261.0
60,261.0
61,262.0
