frame,center
1,180.0
2,182.0
3,180.0
4,176.0
5,180.0
6,178.0
7,180.0
8,181.0
9,179.0
10,178.0
11,182.0
12,181.0
13,184.0
14,179.0
15,180.0
16,180.0
17,179.0
18,181.0
19,180.0
20,185.0
21,178.0
22,182.0
23,183.0
24,179.0
25,180.0
26,180.0
27,180.0
28,179.0
29,180.0
30,178.0
31,180.0
32,180.0
33,182.0
34,179.0
35,181.0
36,180.0
37,181.0
38,179.0
39,177.0
40,176.0
41,178.0
42,177.0
43,178.0
44,175.0
45,178.0
46,178.0
47,179.0
48,177.0
49,177.0
50,176.0
51,180.0
52,180.0
53,179.0
54,182.0
55,176.0
56,175.0
57,177.0
58,177.0
59,177.0
60,177.0
61,177.0
62,177.0
63,178.0
64,179.0
65,179.0
66,178.0
67,178.0
68,178.0
69,177.0
70,177.0
71,180.0
72,180.0
73,181.0
74,177.0
75,177.0
76,177.0
77,181.0
