frame,center
1,171.0
2,170.0
3,170.0
4,170.0
5,172.0
6,169.0
7,169.0
8,172.0
9,174.0
10,173.0
11,173.0
12,173.0
13,174.0
14,174.0
15,174.0
16,174.0
17,174.0
18,174.0
19,174.0
20,174.0
21,175.0
22,175.0
23,173.0
24,173.0
25,174.0
26,174.0
27,173.0
28,173.0
29,173.0
30,174.0
31,173.0
32,176.0
33,176.0
34,175.0
35,175.0
36,175.0
37,175.0
38,175.0
39,176.0
40,176.0
41,175.0
42,175.0
43,175.0
44,174.0
45,173.0
46,173.0
47,172.0
48,173.0
49,171.0
50,170.0
51,174.0
52,174.0
53,171.0
54,170.0
55,171.0
56,170.0
57,171.0
58,170.0
59,171.0
60,172.0
61,168.0
62,172.0
63,173.0
64,171.0
65,172.0
66,175.0
67,175.0
68,181.0
