frame,center
1,123.0
2,120.0
3,121.0
4,120.0
5,123.0
6,123.0
7,122.0
8,121.0
9,121.0
10,121.0
11,121.0
12,120.0
13,122.0
14,120.0
15,120.0
16,119.0
17,120.0
18,119.0
19,122.0
20,121.0
21,122.0
22,124.0
23,125.0
24,124.0
25,125.0
26,125.0
27,125.0
28,126.0
29,125.0
30,125.0
31,125.0
32,126.0
33,126.0
34,124.0
35,123.0
36,123.0
37,123.0
38,124.0
39,122.0
40,120.0
41,120.0
42,122.0
43,118.0
44,122.0
45,121.0
46,120.0
47,120.0
48,120.0
49,118.0
50,120.0
51,120.0
52,120.0
53,121.0
54,120.0
55,119.0
56,121.0
57,121.0
58,121.0
59,121.0
60,121.0
61,122.0
62,122.0
63,122.0
64,126.0
65,126.0
66,127.0
67,127.0
68,127.0
69,128.0
70,127.0
71,127.0
72,125.0
73,123.0
74,124.0
75,124.0
76,124.0
77,125.0
78,124.0
79,124.0
80,120.0
