frame,center
1,220.0
2,224.0
3,224.0
4,224.0
5,226.0
6,225.0
7,224.0
8,221.0
9,221.0
10,220.0
11,220.0
12,219.0
13,219.0
14,219.0
15,218.0
16,218.0
17,219.0
18,219.0
19,218.0
20,220.0
21,221.0
22,221.0
23,221.0
24,222.0
25,218.0
26,218.0
27,219.0
28,218.0
29,218.0
30,219.0
31,219.0
32,218.0
33,219.0
34,219.0
35,219.0
36,219.0
37,219.0
38,219.0
39,219.0
40,219.0
41,218.0
42,217.0
43,219.0
44,218.0
45,218.0
46,218.0
47,218.0
48,218.0
49,218.0
50,217.0
51,218.0
52,219.0
53,218.0
54,218.0
55,219.0
56,218.0
57,218.0
58,218.0
59,218.0
60,218.0
61,219.0
62,218.0
63,218.0
64,220.0
65,221.0
66,221.0
67,221.0
68,221.0
69,222.0
70,221.0
71,218.0
72,222.0
73,222.0
74,221.0
75,221.0
76,222.0
77,223.0
78,222.0
