frame,center
1,184.0
2,183.0
3,180.0
4,180.0
5,179.0
6,179.0
7,180.0
8,180.0
9,180.0
10,179.0
11,180.0
12,180.0
13,180.0
14,180.0
15,179.0
16,179.0
17,180.0
18,180.0
19,181.0
20,179.0
21,179.0
22,179.0
23,180.0
24,182.0
25,180.0
26,181.0
27,183.0
28,181.0
29,178.0
30,179.0
31,181.0
32,179.0
33,178.0
34,182.0
35,181.0
36,181.0
37,180.0
38,180.0
39,182.0
40,180.0
41,178.0
42,179.0
43,180.0
44,180.0
45,178.0
46,176.0
47,179.0
48,182.0
49,184.0
50,182.0
51,175.0
52,174.0
53,174.0
54,182.0
55,182.0
56,177.0
57,181.0
58,182.0
59,181.0
60,177.0
61,177.0
62,181.0
63,181.0
64,179.0
65,180.0
66,180.0
67,181.0
68,180.0
69,178.0
70,179.0
71,180.0
72,177.0
73,179.0
74,177.0
75,179.0
76,178.0
