frame,center
1,308.0
2,307.0
3,306.0
4,308.0
5,307.0
6,308.0
7,307.0
8,305.0
9,306.0
10,303.0
11,304.0
12,305.0
13,302.0
14,307.0
15,308.0
16,306.0
17,306.0
18,305.0
19,305.0
20,307.0
21,307.0
22,306.0
23,306.0
24,304.0
25,306.0
26,306.0
27,305.0
28,303.0
29,302.0
30,302.0
31,300.0
32,308.0
33,308.0
34,307.0
35,306.0
36,305.0
37,306.0
38,306.0
39,307.0
40,301.0
41,306.0
42,305.0
43,304.0
44,301.0
45,302.0
46,307.0
47,307.0
48,305.0
49,303.0
50,301.0
51,300.0
52,297.0
53,299.0
54,301.0
55,302.0
56,302.0
57,303.0
58,306.0
59,304.0
60,304.0
61,306.0
