frame,center
1,115.0
2,115.0
3,116.0
4,118.0
5,119.0
6,119.0
7,119.0
8,118.0
9,117.0
10,115.0
11,114.0
12,112.0
13,107.0
14,106.0
15,106.0
16,106.0
17,108.0
18,112.0
19,116.0
20,117.0
21,118.0
22,118.0
23,118.0
24,118.0
25,118.0
26,118.0
27,116.0
28,117.0
29,116.0
30,115.0
31,113.0
32,111.0
33,107.0
34,105.0
35,104.0
36,105.0
37,107.0
38,108.0
39,109.0
40,113.0
41,113.0
42,114.0
43,117.0
44,118.0
45,120.0
46,120.0
47,120.0
48,118.0
49,119.0
50,119.0
51,118.0
52,119.0
53,106.0
54,103.0
55,102.0
56,105.0
57,105.0
58,104.0
59,107.0
60,107.0
61,109.0
62,113.0
63,114.0
64,113.0
65,112.0
66,112.0
67,117.0
68,117.0
69,114.0
70,113.0
71,113.0
72,113.0
73,113.0
74,110.0
75,107.0
