frame,center
1,132.0
2,131.0
3,131.0
4,133.0
5,133.0
6,132.0
7,129.0
8,129.0
9,131.0
10,133.0
11,131.0
12,131.0
13,133.0
14,135.0
15,135.0
16,134.0
17,131.0
18,118.0
19,115.0
20,117.0
21,117.0
22,115.0
23,110.0
24,109.0
25,109.0
26,111.0
27,112.0
28,111.0
29,107.0
30,106.0
31,108.0
32,107.0
33,106.0
34,109.0
35,110.0
36,114.0
37,116.0
38,116.0
39,115.0
40,113.0
41,112.0
42,113.0
43,112.0
44,110.0
45,110.0
46,109.0
47,108.0
48,110.0
49,112.0
50,112.0
51,112.0
52,111.0
53,112.0
54,112.0
55,114.0
56,115.0
57,116.0
58,116.0
59,116.0
60,117.0
61,118.0
62,118.0
63,119.0
64,117.0
65,120.0
66,122.0
67,120.0
68,117.0
69,115.0
70,120.0
71,122.0
72,125.0
