frame,center
1,142.0
2,142.0
3,141.0
4,142.0
5,142.0
6,140.0
7,141.0
8,141.0
9,141.0
10,141.0
11,142.0
12,142.0
13,143.0
14,143.0
15,142.0
16,143.0
17,144.0
18,141.0
19,140.0
20,140.0
21,139.0
22,138.0
23,139.0
24,139.0
25,140.0
26,140.0
27,141.0
28,142.0
29,144.0
30,142.0
31,145.0
32,145.0
33,145.0
34,148.0
35,145.0
36,146.0
37,148.0
38,149.0
39,150.0
40,148.0
41,148.0
42,148.0
43,149.0
44,148.0
45,147.0
46,145.0
47,145.0
48,144.0
49,145.0
50,145.0
51,144.0
52,145.0
53,145.0
54,144.0
55,142.0
56,141.0
57,142.0
58,144.0
59,141.0
60,141.0
61,141.0
62,141.0
63,144.0
64,148.0
65,148.0
66,150.0
67,152.0
68,152.0
69,152.0
70,151.0
71,151.0
72,151.0
73,151.0
