frame,center
1,266.0
2,265.0
3,267.0
4,265.0
5,265.0
6,263.0
7,260.0
8,261.0
9,261.0
10,264.0
11,265.0
12,264.0
13,261.0
14,262.0
15,265.0
16,268.0
17,266.0
18,268.0
19,264.0
20,266.0
21,262.0
22,265.0
23,280.0
24,267.0
25,264.0
26,269.0
27,268.0
28,266.0
29,265.0
30,268.0
31,266.0
32,267.0
33,266.0
34,265.0
35,269.0
36,272.0
37,270.0
38,266.0
39,269.0
40,269.0
41,262.0
42,265.0
43,268.0
44,266.0
45,263.0
46,268.0
47,266.0
48,265.0
49,265.0
50,267.0
51,267.0
52,263.0
53,257.0
54,259.0
55,266.0
56,258.0
57,282.0
58,277.0
59,265.0
60,280.0
