frame,center
1,168.0
2,168.0
3,166.0
4,166.0
5,169.0
6,170.0
7,169.0
8,168.0
9,168.0
10,167.0
11,169.0
12,166.0
13,167.0
14,167.0
15,168.0
16,167.0
17,168.0
18,167.0
19,166.0
20,164.0
21,169.0
22,167.0
23,168.0
24,167.0
25,165.0
26,168.0
27,166.0
28,166.0
29,169.0
30,170.0
31,167.0
32,168.0
33,170.0
34,168.0
35,166.0
36,169.0
37,168.0
38,169.0
39,168.0
40,169.0
41,168.0
42,167.0
43,169.0
44,170.0
45,171.0
46,168.0
47,168.0
48,168.0
49,171.0
50,168.0
51,170.0
52,172.0
53,167.0
54,167.0
55,169.0
56,166.0
57,167.0
58,169.0
59,171.0
60,172.0
61,171.0
62,173.0
63,173.0
64,171.0
65,172.0
66,171.0
67,171.0
68,172.0
69,173.0
70,175.0
71,177.0
72,179.0
