frame,center
1,383.0
2,386.0
3,382.0
4,386.0
5,387.0
6,385.0
7,384.0
8,382.0
9,387.0
10,381.0
11,383.0
12,385.0
13,382.0
14,379.0
15,381.0
16,381.0
17,381.0
18,383.0
19,380.0
20,383.0
21,378.0
22,377.0
23,382.0
24,383.0
25,383.0
26,383.0
27,382.0
28,388.0
29,388.0
30,387.0
31,385.0
32,388.0
33,389.0
34,388.0
35,388.0
36,388.0
37,387.0
38,385.0
39,387.0
40,389.0
41,387.0
42,387.0
43,387.0
44,388.0
45,390.0
46,396.0
47,394.0
48,395.0
49,396.0
50,399.0
51,401.0
52,400.0
53,398.0
54,398.0
55,396.0
56,392.0
57,391.0
58,392.0
59,395.0
60,392.0
61,391.0
