frame,center
1,142.0
2,142.0
3,142.0
4,143.0
5,143.0
6,142.0
7,143.0
8,142.0
9,142.0
10,142.0
11,142.0
12,142.0
13,143.0
14,142.0
15,144.0
16,142.0
17,142.0
18,142.0
19,144.0
20,143.0
21,141.0
22,141.0
23,140.0
24,139.0
25,141.0
26,143.0
27,139.0
28,139.0
29,139.0
30,140.0
31,142.0
32,143.0
33,143.0
34,142.0
35,142.0
36,141.0
37,141.0
38,143.0
39,143.0
40,143.0
41,143.0
42,142.0
43,145.0
44,144.0
45,139.0
46,139.0
47,141.0
48,139.0
49,141.0
50,143.0
51,143.0
52,142.0
53,140.0
54,138.0
55,141.0
56,143.0
57,142.0
58,140.0
59,141.0
60,141.0
61,140.0
62,140.0
63,147.0
64,149.0
65,149.0
66,149.0
67,148.0
68,145.0
69,145.0
70,150.0
71,148.0
72,152.0
73,147.0
74,148.0
75,146.0
