frame,center
1,170.0
2,171.0
3,168.0
4,170.0
5,169.0
6,172.0
7,171.0
8,171.0
9,172.0
10,173.0
11,172.0
12,173.0
13,173.0
14,172.0
15,172.0
16,172.0
17,172.0
18,174.0
19,173.0
20,173.0
21,172.0
22,172.0
23,175.0
24,173.0
25,173.0
26,173.0
27,173.0
28,173.0
29,173.0
30,172.0
31,174.0
32,173.0
33,172.0
34,171.0
35,171.0
36,176.0
37,174.0
38,175.0
39,173.0
40,173.0
41,173.0
42,175.0
43,175.0
44,175.0
45,173.0
46,174.0
47,174.0
48,172.0
49,173.0
50,169.0
51,172.0
52,173.0
53,174.0
54,169.0
55,179.0
56,179.0
57,179.0
58,174.0
59,173.0
60,174.0
61,174.0
