frame,center
1,314.0
2,316.0
3,320.0
4,321.0
5,325.0
6,323.0
7,323.0
8,320.0
9,316.0
10,312.0
11,326.0
12,328.0
13,330.0
14,333.0
15,331.0
16,331.0
17,327.0
18,329.0
19,333.0
20,333.0
21,329.0
22,326.0
23,327.0
24,326.0
25,317.0
26,316.0
27,313.0
28,313.0
29,316.0
30,316.0
31,322.0
32,328.0
33,320.0
34,321.0
35,321.0
36,320.0
37,320.0
38,319.0
39,315.0
40,318.0
41,320.0
42,313.0
43,317.0
44,346.0
45,344.0
46,330.0
47,310.0
48,310.0
49,310.0
50,303.0
51,296.0
52,291.0
53,295.0
54,296.0
55,298.0
56,309.0
57,307.0
58,303.0
59,304.0
60,293.0
61,308.0
