frame,center
1,241.0
2,240.0
3,238.0
4,239.0
5,239.0
6,239.0
7,240.0
8,239.0
9,240.0
10,241.0
11,240.0
12,240.0
13,240.0
14,237.0
15,237.0
16,234.0
17,237.0
18,237.0
19,238.0
20,236.0
21,236.0
22,236.0
23,236.0
24,236.0
25,236.0
26,236.0
27,235.0
28,235.0
29,234.0
30,233.0
31,232.0
32,232.0
33,234.0
34,232.0
35,231.0
36,233.0
37,234.0
38,235.0
39,235.0
40,235.0
41,235.0
42,237.0
43,243.0
44,245.0
45,257.0
46,264.0
47,265.0
48,267.0
49,268.0
50,270.0
51,273.0
52,273.0
53,273.0
54,271.0
55,270.0
56,268.0
57,266.0
58,265.0
59,264.0
60,262.0
