frame,center
1,179.0
2,173.0
3,169.0
4,156.0
5,155.0
6,146.0
7,144.0
8,142.0
9,143.0
10,143.0
11,144.0
12,144.0
13,144.0
14,144.0
15,141.0
16,141.0
17,140.0
18,136.0
19,137.0
20,137.0
21,139.0
22,137.0
23,136.0
24,134.0
25,135.0
26,136.0
27,137.0
28,136.0
29,137.0
30,140.0
31,141.0
32,141.0
33,141.0
34,139.0
35,138.0
36,133.0
37,136.0
38,137.0
39,146.0
40,150.0
41,148.0
42,143.0
43,134.0
44,133.0
45,139.0
46,144.0
47,142.0
48,141.0
49,143.0
50,142.0
51,143.0
52,143.0
53,147.0
54,147.0
55,147.0
56,148.0
57,144.0
58,140.0
59,140.0
60,144.0
61,137.0
62,137.0
63,135.0
64,135.0
65,136.0
