frame,center
1,268.0
2,269.0
3,271.0
4,271.0
5,274.0
6,278.0
7,278.0
8,279.0
9,280.0
10,282.0
11,283.0
12,285.0
13,285.0
14,286.0
15,285.0
16,289.0
17,286.0
18,287.0
19,288.0
20,286.0
21,285.0
22,283.0
23,281.0
24,280.0
25,276.0
26,276.0
27,275.0
28,271.0
29,270.0
30,263.0
31,265.0
32,262.0
33,266.0
34,267.0
35,266.0
36,266.0
37,268.0
38,278.0
39,284.0
40,284.0
41,281.0
42,285.0
43,286.0
44,284.0
45,282.0
46,281.0
47,280.0
48,280.0
49,277.0
50,271.0
51,270.0
52,265.0
53,259.0
54,258.0
55,244.0
56,242.0
57,244.0
58,237.0
59,239.0
60,245.0
