frame,center
1,144.0
2,143.0
3,143.0
4,145.0
5,144.0
6,146.0
7,144.0
8,144.0
9,143.0
10,140.0
11,141.0
12,145.0
13,143.0
14,143.0
15,146.0
16,145.0
17,142.0
18,143.0
19,145.0
20,143.0
21,144.0
22,144.0
23,144.0
24,144.0
25,144.0
26,144.0
27,146.0
28,146.0
29,146.0
30,146.0
31,145.0
32,145.0
33,146.0
34,146.0
35,147.0
36,146.0
37,148.0
38,148.0
39,146.0
40,145.0
41,146.0
42,146.0
43,145.0
44,145.0
45,146.0
46,144.0
47,141.0
48,143.0
49,146.0
50,145.0
51,145.0
52,144.0
53,144.0
54,146.0
55,151.0
56,153.0
57,150.0
58,145.0
59,145.0
60,144.0
61,146.0
62,146.0
63,148.0
64,144.0
65,144.0
66,145.0
67,146.0
68,146.0
69,146.0
70,147.0
71,148.0
72,140.0
73,143.0
74,142.0
75,131.0
