frame,center
1,127.0
2,127.0
3,133.0
4,133.0
5,132.0
6,128.0
7,129.0
8,130.0
9,134.0
10,134.0
11,129.0
12,127.0
13,126.0
14,123.0
15,124.0
16,124.0
17,124.0
18,124.0
19,124.0
20,125.0
21,125.0
22,130.0
23,128.0
24,128.0
25,127.0
26,130.0
27,131.0
28,131.0
29,130.0
30,131.0
31,131.0
32,131.0
33,125.0
34,124.0
35,127.0
36,132.0
37,124.0
38,125.0
39,126.0
40,126.0
41,126.0
42,123.0
43,122.0
44,125.0
45,130.0
46,128.0
47,127.0
48,127.0
49,126.0
50,126.0
51,127.0
52,127.0
53,126.0
54,127.0
55,132.0
56,131.0
57,132.0
58,134.0
59,132.0
60,136.0
61,140.0
62,142.0
63,140.0
64,140.0
65,141.0
66,147.0
67,147.0
68,144.0
69,142.0
70,137.0
71,132.0
72,123.0
73,119.0
74,117.0
75,109.0
76,99.0
77,96.0
78,99.0
79,100.0
