frame,center
1,219.0
2,219.0
3,220.0
4,220.0
5,219.0
6,219.0
7,218.0
8,218.0
9,218.0
10,218.0
11,218.0
12,218.0
13,218.0
14,217.0
15,219.0
16,220.0
17,217.0
18,223.0
19,222.0
20,221.0
21,221.0
22,221.0
23,223.0
24,222.0
25,224.0
26,226.0
27,227.0
28,227.0
29,222.0
30,221.0
31,221.0
32,221.0
33,220.0
34,220.0
35,220.0
36,220.0
37,219.0
38,220.0
39,219.0
40,219.0
41,220.0
42,220.0
43,221.0
44,221.0
45,220.0
46,221.0
47,221.0
48,220.0
49,220.0
50,221.0
51,219.0
52,222.0
53,223.0
54,221.0
55,220.0
56,222.0
57,224.0
58,220.0
59,222.0
60,222.0
61,222.0
62,224.0
63,223.0
64,223.0
65,223.0
66,222.0
67,221.0
68,222.0
