frame,center
1,115.0
2,116.0
3,114.0
4,115.0
5,115.0
6,115.0
7,115.0
8,115.0
9,115.0
10,115.0
11,114.0
12,114.0
13,113.0
14,114.0
15,111.0
16,111.0
17,111.0
18,110.0
19,111.0
20,111.0
21,111.0
22,111.0
23,110.0
24,110.0
25,108.0
26,105.0
27,110.0
28,109.0
29,111.0
30,112.0
31,112.0
32,111.0
33,111.0
34,114.0
35,115.0
36,115.0
37,115.0
38,112.0
39,113.0
40,113.0
41,116.0
42,114.0
43,115.0
44,114.0
45,114.0
46,115.0
47,114.0
48,115.0
49,112.0
50,115.0
51,115.0
52,114.0
53,115.0
54,114.0
55,115.0
56,114.0
57,112.0
58,105.0
59,105.0
60,105.0
