frame,center
1,107.0
2,108.0
3,116.0
4,115.0
5,116.0
6,114.0
7,115.0
8,115.0
9,115.0
10,116.0
11,116.0
12,114.0
13,114.0
14,115.0
15,111.0
16,115.0
17,111.0
18,110.0
19,113.0
20,113.0
21,113.0
22,113.0
23,114.0
24,114.0
25,115.0
26,116.0
27,116.0
28,115.0
29,115.0
30,115.0
31,115.0
32,114.0
33,115.0
34,115.0
35,116.0
36,116.0
37,113.0
38,113.0
39,113.0
40,113.0
41,113.0
42,114.0
43,115.0
44,115.0
45,110.0
46,115.0
47,112.0
48,112.0
49,110.0
50,113.0
51,115.0
52,114.0
53,114.0
54,114.0
55,113.0
56,113.0
57,113.0
58,113.0
