frame,center
1,151.0
2,150.0
3,151.0
4,150.0
5,150.0
6,150.0
7,149.0
8,149.0
9,149.0
10,146.0
11,142.0
12,143.0
13,142.0
14,142.0
15,142.0
16,142.0
17,142.0
18,142.0
19,144.0
20,143.0
21,141.0
22,141.0
23,139.0
24,138.0
25,139.0
26,139.0
27,139.0
28,138.0
29,135.0
30,134.0
31,136.0
32,135.0
33,135.0
34,135.0
35,135.0
36,139.0
37,140.0
38,142.0
39,142.0
40,144.0
41,142.0
42,145.0
43,145.0
44,145.0
45,145.0
46,144.0
47,143.0
48,145.0
49,145.0
50,144.0
51,143.0
52,142.0
53,143.0
54,144.0
55,143.0
56,143.0
57,143.0
58,144.0
59,145.0
60,143.0
61,144.0
62,143.0
63,143.0
64,144.0
65,145.0
66,145.0
67,145.0
68,145.0
69,144.0
70,144.0
71,144.0
72,146.0
