frame,center,eyes_ratio,MOA
1,228.0,0.7909313725490196,0.8490566037735849
2,231.0,0.7943627450980393,0.9966392735416881
3,230.0,0.6558823529411765,0.9761870601839528
4,233.0,0.5465686274509804,0.9938837346736189
5,232.0,0.5257352941176471,0.9799079456214312
6,231.0,0.4906862745098039,0.996240588195683
7,232.0,0.49240196078431375,0.9950371902099892
8,232.0,0.39558823529411763,0.9819421344772693
9,233.0,0.4392156862745098,0.984934566096265
10,231.0,0.7095588235294117,0.8944271909999159
11,229.0,0.7965686274509804,0.9512228189487626
12,229.0,0.7095588235294117,0.9230769230769232
13,229.0,0.6433823529411764,0.9191450300180578
14,229.0,0.9299019607843138,0.9726502311087318
15,230.0,0.75,0.9801548125884952
16,231.0,0.5308823529411765,0.9907115796044094
17,231.0,0.49411764705882355,0.9936052547897188
18,230.0,0.6446078431372549,1.0
19,230.0,0.8132352941176471,0.9919979117236188
20,232.0,0.5441176470588236,0.9950371902099892
21,230.0,0.34044117647058825,0.986932880775682
22,229.0,0.7470588235294118,0.9761870601839528
23,233.0,0.453921568627451,0.9938837346736188
24,232.0,0.5674019607843137,0.9950371902099892
25,230.0,0.725,0.847998304005088
26,230.0,0.7875,0.8944271909999159
27,231.0,0.6446078431372549,0.8682431421244593
28,231.0,0.7291666666666667,0.9486832980505138
29,230.0,0.9299019607843138,0.9936052547897188
30,230.0,0.6446078431372549,0.9907115796044094
31,230.0,0.7875,0.9615239476408232
32,230.0,0.75,0.8682431421244593
33,231.0,0.5833333333333333,0.9989366098486855
34,231.0,0.6887254901960784,0.9191450300180578
35,230.0,0.9007352941176471,0.9967639550118451
36,231.0,0.7095588235294117,0.9805806756909201
37,231.0,0.5916666666666667,0.9363291775690447
38,232.0,0.6041666666666667,0.8944271909999159
39,230.0,0.8200980392156862,0.9907115796044094
40,230.0,0.5642156862745098,0.9919979117236188
41,229.0,1.0,1.0
42,229.0,0.875,1.0
43,229.0,0.8497549019607843,0.9993148337667671
44,230.0,0.8382352941176471,0.9765749485507943
45,233.0,0.39558823529411763,0.9805806756909202
46,233.0,0.42254901960784313,0.9960248861200667
47,233.0,0.453921568627451,0.9756097560975608
48,229.0,0.6625,0.9363291775690445
49,229.0,0.7720588235294117,0.9953500135553002
50,229.0,0.9083333333333333,0.9761870601839528
51,228.0,0.49240196078431375,0.9701425001453319
52,231.0,0.26544117647058824,0.983188736076488
53,230.0,0.3683823529411765,0.9801548125884952
54,231.0,0.3830882352941176,0.9832820049844603
55,229.0,0.875,0.9530729253345639
56,229.0,0.725,0.9935326726564043
57,233.0,0.3683823529411765,0.9726502311087318
58,232.0,0.6004901960784315,0.9647638212377322
59,229.0,0.75,0.9935326726564043
60,230.0,0.6446078431372549,0.8944271909999159
61,228.0,0.7612745098039215,0.9656157585206696
62,229.0,0.7470588235294118,1.0
63,230.0,0.6558823529411765,0.9191450300180578
64,227.0,0.8166666666666667,0.8837879163470619
65,227.0,0.7617647058823529,0.9130087106158283
66,227.0,0.9666666666666667,0.9615239476408232
67,227.0,0.8497549019607843,0.9907115796044094
68,227.0,0.7833333333333333,0.9765749485507943
69,227.0,0.7625,0.7748650207718765
70,227.0,0.8458333333333333,0.7371541402007414
71,227.0,0.8458333333333333,0.775562003711193
72,229.0,0.8382352941176471,0.9970544855015815
73,228.0,0.875,0.9919979117236188
74,227.0,0.8200980392156862,0.9935326726564043
75,229.0,0.9299019607843138,0.9935326726564043
76,230.0,0.6666666666666667,0.9965457582448795
77,230.0,0.6558823529411765,0.9965457582448795
78,230.0,0.6446078431372549,0.9191450300180578
79,227.0,0.725,0.775562003711193
80,227.0,0.7909313725490196,0.8490566037735849
81,227.0,0.7875,0.775562003711193
82,227.0,0.7625,0.8490566037735849
83,226.0,0.7909313725490196,0.8253072612498317
84,227.0,0.6779411764705883,0.7371541402007414
