file_index,center_std,eye_count_radio,MOA_count_radio,level_label
0,3.4917979697033577,0.0,0.15714285714285714,0
1,3.2889425135053445,0.0,0.4,0
2,6.734862088189986,0.07142857142857142,0.04285714285714286,0
3,4.074434980235083,0.0,0.0,0
4,8.823253136931262,0.0,0.17142857142857143,0
5,5.630456537113711,0.0,0.0,0
6,2.7569948146783423,0.0,0.0,0
7,11.770084874765502,0.0,0.0,0
8,2.622352892704861,0.0,0.0,0
9,1.3809195398393799,0.0,0.0,0
10,6.225834916552418,0.0,0.0,0
11,6.832037375035176,0.0,0.014285714285714285,0
12,8.956858049698509,0.0,0.0,0
13,7.904132218178601,0.0,0.014285714285714285,0
14,6.223785841759148,0.04285714285714286,0.0,0
15,2.582555292096317,0.0,0.014285714285714285,0
16,1.8626840410372056,0.0,0.02857142857142857,0
17,1.4860576526295253,0.0,0.22857142857142856,0
18,1.6613247725836147,0.0,0.02857142857142857,0
19,4.333165878501797,0.0,0.0,0
20,7.673024574602181,0.0,0.0,0
21,5.9633061642148855,0.0,0.0,0
22,7.399682839314735,0.0,0.08571428571428572,0
23,9.034683735697758,0.0,0.17142857142857143,0
24,4.017411086350847,0.0,0.5,0
25,4.347858961721322,0.0,0.0,0
26,4.570982121056743,0.1,0.0,0
27,11.713902432754066,0.0,0.014285714285714285,0
28,5.624672326056888,0.0,0.0,0
29,3.2934381266205004,0.0,0.0,0
30,2.8967258082468326,0.0,0.0,0
31,5.4376615622256335,0.0,0.0,0
32,5.67119466951998,0.0,0.0,0
33,4.9624097174741255,0.08571428571428572,0.0,0
34,4.409544379258821,0.0,0.0,0
35,2.9222580031090155,0.0,0.0,0
36,6.7074281089501575,0.0,0.0,0
37,2.6273288988737487,0.0,0.0,0
38,3.348133808556641,0.0,0.0,0
39,4.224539583656135,0.0,0.0,0
40,2.302128562519337,0.0,0.0,0
41,2.3451643691578097,0.0,0.0,0
42,2.1672892878300436,0.0,0.0,0
43,3.2499921506969582,0.0,0.0,0
44,9.87600679445299,0.0,0.0,0
45,4.588717307768287,0.0,0.0,0
46,2.825395041911333,0.0,0.0,0
47,2.7706920965487214,0.0,0.0,0
48,5.8302693605292815,0.11428571428571428,0.0,0
49,8.412636268114284,0.02857142857142857,0.02857142857142857,0
50,11.009912046211184,0.014285714285714285,0.02857142857142857,0
51,12.307256860428785,0.04285714285714286,0.0,0
52,2.9291288668079023,0.0,0.08571428571428572,0
53,10.752275506674323,0.014285714285714285,0.02857142857142857,0
54,1.3062643417824145,0.014285714285714285,0.0,0
55,9.04849745109369,0.0,0.11428571428571428,0
56,4.007034630573118,0.0,0.0,0
57,3.3659762207073523,0.0,0.0,0
58,3.089944190764749,0.0,0.0,0
59,1.8452365591391457,0.0,0.0,0
60,2.1283317218815645,0.0,0.0,0
61,1.3935712455151084,0.0,0.0,0
62,4.331399359117475,0.0,0.0,0
63,9.29270066849706,0.07142857142857142,0.11428571428571428,0
64,1.868318025631065,0.0,0.014285714285714285,0
65,1.5309727466615493,0.0,0.014285714285714285,0
66,2.8106575597833596,0.05714285714285714,0.014285714285714285,0
67,1.662552745825846,0.0,0.0,0
68,4.354589415730469,0.0,0.0,0
69,6.179310443004172,0.0,0.0,0
70,3.310589071449369,0.0,0.05714285714285714,0
71,4.680484886794338,0.0,0.0,0
72,4.264136154352619,0.0,0.0,0
73,2.665310029062362,0.0,0.0,0
74,4.706942332602874,0.0,0.014285714285714285,0
75,4.245165317326119,0.12857142857142856,0.04285714285714286,0
76,3.615725292075589,0.0,0.0,0
77,8.176422050690658,0.0,0.44285714285714284,0
78,1.4835836370637367,0.0,0.22857142857142856,0
79,4.2415823000577575,0.0,0.0,0
80,2.2289376988390956,0.0,0.014285714285714285,0
81,5.682482929573828,0.0,0.4,0
82,9.012055418002202,0.07142857142857142,0.12857142857142856,0
83,3.9107648398558887,0.0,0.0,0
84,4.233876980465338,0.014285714285714285,0.014285714285714285,0
85,3.913972875924076,0.0,0.02857142857142857,0
86,2.3914814808961804,0.0,0.014285714285714285,0
87,2.320670205798668,0.0,0.014285714285714285,0
88,2.1599319717178544,0.0,0.0,0
89,1.3124987852278147,0.0,0.0,0
90,7.107124910242954,0.014285714285714285,0.08571428571428572,0
91,4.25850888917514,0.0,0.08571428571428572,0
92,2.49554705466373,0.0,0.04285714285714286,0
93,5.975186787277628,0.0,0.0,0
94,3.9746389901525405,0.02857142857142857,0.05714285714285714,0
95,11.205547095714948,0.02857142857142857,0.0,0
96,6.815723118837285,0.0,0.0,0
97,2.6694033576277465,0.0,0.0,0
98,9.644454894087152,0.014285714285714285,0.0,0
99,6.042519409677269,0.04285714285714286,0.02857142857142857,0
100,4.845384928160075,0.05714285714285714,0.0,0
101,2.729132328287898,0.014285714285714285,0.02857142857142857,0
102,4.780679654524414,0.0,0.0,0
103,6.977865880403403,0.0,0.0,0
104,3.1743872942471203,0.0,0.08571428571428572,0
105,5.050843534318131,0.0,0.0,0
106,10.793232951762896,0.04285714285714286,0.0,0
107,3.849860850917676,0.0,0.0,0
108,4.26174248161381,0.0,0.3142857142857143,0
109,4.728744062450754,0.014285714285714285,0.02857142857142857,0
110,3.6982069566044506,0.04285714285714286,0.0,0
111,3.8731150780945387,0.0,0.014285714285714285,0
112,1.7851999259215212,0.0,0.0,0
113,5.363824404741262,0.0,0.0,0
114,3.375330671631617,0.0,0.0,0
115,1.6416144368223844,0.0,0.0,0
116,3.8461218209027765,0.0,0.0,0
117,2.2771715359369913,0.02857142857142857,0.0,0
118,6.173676839152314,0.0,0.15714285714285714,0
119,13.326580773103085,0.04285714285714286,0.02857142857142857,0
120,4.449466833457782,0.0,0.04285714285714286,0
121,10.104646334781858,0.0,0.0,0
122,6.812368703097239,0.0,0.0,0
123,4.040105070365354,0.04285714285714286,0.0,0
124,2.508109296840542,0.0,0.0,0
125,2.300887140355446,0.0,0.0,0
126,3.2237954561133595,0.0,0.04285714285714286,0
127,13.473662896062626,0.0,0.014285714285714285,0
128,2.133742520281475,0.0,0.0,0
129,2.447656104963127,0.0,0.0,0
130,2.749730970142946,0.0,0.0,0
131,3.752115049800416,0.0,0.0,0
132,8.215267022130076,0.0,0.0,0
133,1.3377562695553677,0.0,0.0,0
134,4.2465111730521965,0.0,0.0,0
135,5.685929644162628,0.0,0.08571428571428572,0
136,3.1629552185077983,0.0,0.5571428571428572,0
137,5.350967869727601,0.0,0.0,0
138,2.453485650403257,0.0,0.2714285714285714,0
139,2.8197915685021684,0.0,0.0,0
140,2.6264354675693293,0.02857142857142857,0.0,0
141,3.3320950080778218,0.0,0.0,0
142,8.982795346933937,0.0,0.0,0
143,2.150889706752125,0.0,0.34285714285714286,0
144,7.685408915866587,0.0,0.014285714285714285,0
145,1.6180739369095969,0.14285714285714285,0.0,0
146,2.552509769315091,0.1,0.0,0
147,2.0194968053796902,0.0,0.0,0
148,5.007524949758013,0.0,0.07142857142857142,0
149,1.7979580254345453,0.0,0.0,0
150,1.709576866135153,0.0,0.0,0
151,2.6809989000446866,0.0,0.0,0
152,6.200394984126711,0.0,0.1,0
153,1.360072026904218,0.0,0.0,0
154,1.3601470508735443,0.0,0.0,0
155,2.7106742891835633,0.014285714285714285,0.0,0
156,2.132355217948033,0.0,0.07142857142857142,0
157,2.24353947764578,0.0,0.0,0
158,5.134993988828626,0.0,0.014285714285714285,0
159,11.262009462918115,0.0,0.014285714285714285,0
160,2.5350200256826856,0.0,0.0,0
161,4.352808148254435,0.0,0.014285714285714285,0
162,6.66112695006618,0.0,0.014285714285714285,0
163,3.4441313587502047,0.0,0.0,0
164,4.85775206263564,0.0,0.02857142857142857,0
165,6.111280970634618,0.0,0.02857142857142857,0
166,2.901090576078631,0.0,0.04285714285714286,0
167,4.429239580933292,0.0,0.02857142857142857,0
168,4.098904781543878,0.0,0.0,0
169,7.7372805431935605,0.0,0.014285714285714285,0
170,5.379951445043013,0.0,0.15714285714285714,0
171,1.225577747972984,0.0,0.0,0
172,1.164877150394068,0.0,0.0,0
173,3.2847514117105874,0.0,0.0,0
174,2.393699212175027,0.0,0.0,0
175,3.7360898472786723,0.0,0.04285714285714286,0
176,3.9393618047307393,0.014285714285714285,0.014285714285714285,0
177,4.2422799030132605,0.0,0.02857142857142857,0
178,6.747471181630847,0.0,0.2571428571428571,0
179,4.012836545743815,0.0,0.0,0
180,3.289097636937238,0.0,0.0,0
181,2.2670667914145564,0.0,0.0,0
182,3.682168837375437,0.0,0.014285714285714285,0
183,1.9325884091507104,0.0,0.014285714285714285,0
184,4.290093001227792,0.0,0.22857142857142856,0
185,4.378146099127589,0.04285714285714286,0.0,0
186,3.3075053796985263,0.014285714285714285,0.0,0
187,5.276749153849655,0.0,0.04285714285714286,0
188,6.004012263920363,0.0,0.0,0
189,4.314214758167683,0.0,0.014285714285714285,0
190,5.843887439723943,0.014285714285714285,0.0,0
191,4.316555694210894,0.0,0.0,0
192,2.3947646980828146,0.04285714285714286,0.0,0
193,3.6816145526501973,0.0,0.014285714285714285,0
194,2.9858509879846613,0.0,0.0,0
195,7.345635938905411,0.014285714285714285,0.0,0
196,7.46835500834101,0.014285714285714285,0.0,0
197,15.785785390919365,0.04285714285714286,0.014285714285714285,0
198,4.211354913098828,0.0,0.1,0
199,3.793684332720176,0.08571428571428572,0.0,1
