frame,center
1,130.0
2,125.0
3,123.0
4,123.0
5,124.0
6,124.0
7,124.0
8,128.0
9,131.0
10,132.0
11,132.0
12,128.0
13,127.0
14,127.0
15,125.0
16,125.0
17,124.0
18,126.0
19,126.0
20,125.0
21,123.0
22,123.0
23,123.0
24,124.0
25,124.0
26,125.0
27,125.0
28,126.0
29,127.0
30,127.0
31,126.0
32,127.0
33,129.0
34,129.0
35,126.0
36,131.0
37,135.0
38,133.0
39,134.0
40,133.0
41,131.0
42,131.0
43,126.0
44,127.0
45,125.0
46,127.0
47,127.0
48,128.0
49,130.0
50,130.0
51,131.0
52,131.0
53,128.0
54,128.0
55,129.0
56,130.0
57,129.0
58,129.0
