frame,center
1,209.0
2,209.0
3,209.0
4,209.0
5,207.0
6,208.0
7,205.0
8,206.0
9,210.0
10,213.0
11,214.0
12,208.0
13,207.0
14,203.0
15,207.0
16,211.0
17,209.0
18,212.0
19,208.0
20,211.0
21,211.0
22,211.0
23,208.0
24,213.0
25,211.0
26,210.0
27,209.0
28,208.0
29,201.0
30,208.0
31,205.0
32,204.0
33,203.0
34,207.0
35,206.0
36,206.0
37,206.0
38,201.0
39,204.0
40,206.0
41,204.0
42,207.0
43,206.0
44,206.0
45,203.0
46,204.0
47,207.0
48,204.0
49,198.0
50,204.0
51,210.0
52,210.0
53,210.0
54,210.0
55,210.0
56,210.0
57,210.0
