frame,center
1,119.0
2,119.0
3,118.0
4,116.0
5,121.0
6,124.0
7,124.0
8,128.0
9,131.0
10,135.0
11,135.0
12,137.0
13,136.0
14,138.0
15,136.0
16,136.0
17,137.0
18,136.0
19,135.0
20,131.0
21,128.0
22,127.0
23,129.0
24,135.0
25,139.0
26,138.0
27,139.0
28,138.0
29,139.0
30,139.0
31,138.0
32,137.0
33,136.0
34,135.0
35,135.0
36,132.0
37,125.0
38,122.0
39,137.0
40,142.0
41,142.0
42,146.0
43,142.0
44,142.0
45,140.0
46,137.0
47,127.0
48,125.0
49,126.0
50,133.0
51,131.0
52,137.0
53,137.0
54,138.0
55,137.0
56,133.0
57,134.0
58,130.0
59,129.0
60,127.0
61,129.0
62,123.0
63,123.0
64,136.0
65,135.0
66,136.0
67,139.0
68,140.0
69,139.0
70,137.0
71,136.0
72,137.0
73,132.0
74,129.0
75,130.0
