frame,center
1,154.0
2,155.0
3,160.0
4,162.0
5,161.0
6,162.0
7,161.0
8,162.0
9,153.0
10,155.0
11,152.0
12,149.0
13,152.0
14,151.0
15,150.0
16,150.0
17,150.0
18,153.0
19,152.0
20,152.0
21,151.0
22,156.0
23,154.0
24,164.0
25,153.0
26,163.0
27,161.0
28,159.0
29,160.0
30,161.0
31,162.0
32,163.0
33,162.0
34,160.0
35,163.0
36,163.0
37,161.0
38,155.0
39,160.0
40,162.0
41,159.0
42,153.0
43,154.0
44,156.0
45,153.0
46,153.0
47,156.0
48,156.0
49,154.0
50,153.0
51,155.0
52,155.0
53,156.0
54,156.0
55,163.0
56,154.0
57,154.0
58,154.0
59,155.0
60,154.0
