frame,center
1,220.0
2,220.0
3,220.0
4,220.0
5,219.0
6,219.0
7,218.0
8,217.0
9,216.0
10,217.0
11,217.0
12,216.0
13,217.0
14,211.0
15,217.0
16,218.0
17,218.0
18,217.0
19,218.0
20,217.0
21,218.0
22,218.0
23,216.0
24,219.0
25,219.0
26,218.0
27,219.0
28,218.0
29,218.0
30,218.0
31,218.0
32,216.0
33,217.0
34,216.0
35,215.0
36,214.0
37,217.0
38,217.0
39,217.0
40,216.0
41,224.0
42,222.0
43,218.0
44,220.0
45,222.0
46,218.0
47,217.0
48,218.0
49,220.0
50,218.0
51,219.0
52,219.0
53,216.0
54,220.0
55,219.0
56,209.0
57,212.0
58,216.0
59,219.0
60,223.0
61,223.0
62,224.0
63,223.0
64,222.0
65,222.0
66,221.0
67,222.0
68,222.0
69,223.0
70,222.0
71,221.0
72,223.0
73,222.0
74,222.0
75,223.0
76,223.0
77,223.0
78,222.0
79,217.0
80,213.0
81,210.0
82,214.0
83,215.0
84,223.0
85,222.0
86,207.0
87,207.0
