frame,center
1,175.0
2,174.0
3,166.0
4,160.0
5,163.0
6,164.0
7,164.0
8,164.0
9,157.0
10,156.0
11,163.0
12,164.0
13,164.0
14,165.0
15,165.0
16,165.0
17,165.0
18,166.0
19,167.0
20,169.0
21,172.0
22,173.0
23,174.0
24,172.0
25,175.0
26,171.0
27,179.0
28,178.0
29,176.0
30,181.0
31,168.0
32,178.0
33,176.0
34,181.0
35,181.0
36,177.0
37,175.0
38,172.0
39,170.0
40,176.0
41,180.0
42,178.0
43,176.0
44,173.0
45,175.0
46,175.0
47,177.0
48,176.0
49,176.0
50,176.0
51,177.0
52,178.0
53,179.0
54,179.0
55,180.0
56,180.0
57,180.0
58,173.0
59,174.0
60,170.0
61,172.0
62,171.0
63,172.0
64,169.0
65,169.0
66,172.0
67,174.0
68,175.0
69,175.0
70,176.0
71,178.0
72,179.0
73,184.0
74,184.0
