frame,center
1,122.0
2,123.0
3,123.0
4,123.0
5,122.0
6,119.0
7,118.0
8,114.0
9,113.0
10,110.0
11,115.0
12,113.0
13,116.0
14,115.0
15,115.0
16,116.0
17,115.0
18,116.0
19,116.0
20,117.0
21,121.0
22,122.0
23,120.0
24,122.0
25,120.0
26,121.0
27,123.0
28,117.0
29,118.0
30,117.0
31,118.0
32,117.0
33,116.0
34,116.0
35,117.0
36,117.0
37,118.0
38,121.0
39,121.0
40,121.0
41,122.0
42,122.0
43,122.0
44,120.0
45,119.0
46,119.0
47,123.0
48,125.0
49,124.0
50,122.0
51,122.0
52,121.0
53,121.0
54,122.0
55,127.0
56,127.0
57,126.0
58,123.0
59,123.0
60,121.0
