frame,center
1,229.0
2,239.0
3,237.0
4,228.0
5,228.0
6,233.0
7,220.0
8,222.0
9,229.0
10,228.0
11,235.0
12,223.0
13,220.0
14,222.0
15,224.0
16,224.0
17,224.0
18,224.0
19,224.0
20,224.0
21,224.0
22,224.0
23,225.0
24,226.0
25,229.0
26,227.0
27,228.0
28,227.0
29,226.0
30,237.0
31,235.0
32,235.0
33,228.0
34,227.0
35,236.0
36,228.0
37,229.0
38,229.0
39,225.0
40,228.0
41,228.0
42,228.0
43,230.0
44,230.0
45,230.0
46,230.0
47,229.0
48,229.0
49,229.0
50,229.0
51,228.0
52,229.0
53,230.0
54,229.0
55,230.0
56,226.0
57,229.0
58,229.0
59,229.0
