frame,center
1,203.0
2,204.0
3,207.0
4,208.0
5,208.0
6,207.0
7,205.0
8,206.0
9,207.0
10,206.0
11,206.0
12,210.0
13,201.0
14,200.0
15,199.0
16,201.0
17,205.0
18,208.0
19,207.0
20,207.0
21,208.0
22,206.0
23,208.0
24,209.0
25,209.0
26,210.0
27,208.0
28,206.0
29,201.0
30,201.0
31,200.0
32,199.0
33,199.0
34,199.0
35,200.0
36,199.0
37,199.0
38,199.0
39,200.0
40,200.0
41,199.0
42,199.0
43,200.0
44,198.0
45,198.0
46,198.0
47,199.0
48,198.0
49,199.0
50,200.0
51,202.0
52,203.0
53,202.0
54,200.0
55,200.0
56,202.0
57,200.0
58,200.0
59,204.0
60,204.0
61,203.0
62,203.0
