frame,center
1,120.0
2,120.0
3,121.0
4,120.0
5,120.0
6,120.0
7,120.0
8,121.0
9,121.0
10,121.0
11,119.0
12,120.0
13,121.0
14,118.0
15,117.0
16,117.0
17,115.0
18,114.0
19,112.0
20,111.0
21,112.0
22,116.0
23,119.0
24,121.0
25,122.0
26,122.0
27,124.0
28,123.0
29,123.0
30,122.0
31,122.0
32,123.0
33,121.0
34,122.0
35,122.0
36,122.0
37,122.0
38,121.0
39,121.0
40,121.0
41,121.0
42,121.0
43,122.0
44,122.0
45,121.0
46,121.0
47,122.0
48,122.0
49,123.0
50,122.0
51,122.0
52,118.0
53,118.0
54,116.0
55,115.0
56,114.0
57,114.0
58,117.0
59,120.0
60,120.0
61,122.0
62,122.0
63,122.0
64,121.0
65,122.0
66,123.0
67,123.0
68,120.0
69,120.0
70,121.0
71,122.0
72,122.0
73,121.0
74,121.0
75,122.0
76,122.0
77,121.0
