frame,center
1,160.0
2,153.0
3,169.0
4,169.0
5,158.0
6,158.0
7,163.0
8,167.0
9,165.0
10,167.0
11,169.0
12,167.0
13,171.0
14,156.0
15,175.0
16,172.0
17,169.0
18,167.0
19,166.0
20,166.0
21,167.0
22,163.0
23,165.0
24,167.0
25,170.0
26,171.0
27,167.0
28,167.0
29,168.0
30,169.0
31,171.0
32,170.0
33,171.0
34,170.0
35,163.0
36,163.0
37,170.0
38,170.0
39,172.0
40,175.0
41,171.0
42,169.0
43,169.0
44,175.0
45,173.0
46,166.0
47,166.0
48,176.0
49,170.0
50,170.0
51,173.0
52,165.0
53,166.0
54,167.0
55,165.0
56,166.0
57,167.0
58,167.0
59,166.0
60,168.0
61,169.0
62,167.0
63,165.0
64,171.0
65,168.0
66,170.0
67,168.0
68,174.0
69,164.0
70,165.0
71,174.0
72,173.0
73,165.0
74,167.0
75,168.0
76,167.0
77,167.0
