frame,center
1,430.0
2,438.0
3,433.0
4,432.0
5,434.0
6,435.0
7,434.0
8,432.0
9,436.0
10,435.0
11,437.0
12,441.0
13,444.0
14,443.0
15,443.0
16,444.0
17,440.0
18,439.0
19,440.0
20,439.0
21,437.0
22,436.0
23,435.0
24,435.0
25,433.0
26,434.0
27,435.0
28,434.0
29,434.0
30,434.0
31,435.0
32,434.0
33,435.0
34,434.0
35,437.0
36,437.0
37,434.0
38,433.0
39,435.0
40,434.0
41,435.0
42,435.0
43,435.0
44,436.0
45,434.0
46,435.0
47,435.0
48,436.0
49,434.0
50,436.0
51,437.0
52,436.0
53,435.0
54,434.0
55,435.0
56,435.0
57,435.0
58,432.0
59,431.0
60,433.0
61,435.0
