frame,center
1,228.0
2,227.0
3,226.0
4,228.0
5,228.0
6,228.0
7,229.0
8,229.0
9,229.0
10,229.0
11,229.0
12,228.0
13,228.0
14,229.0
15,228.0
16,227.0
17,228.0
18,227.0
19,227.0
20,226.0
21,223.0
22,223.0
23,226.0
24,228.0
25,229.0
26,230.0
27,231.0
28,231.0
29,232.0
30,232.0
31,232.0
32,232.0
33,233.0
34,232.0
35,232.0
36,232.0
37,232.0
38,232.0
39,231.0
40,230.0
41,229.0
42,227.0
43,226.0
44,229.0
45,231.0
46,232.0
47,233.0
48,233.0
49,234.0
50,233.0
51,234.0
52,236.0
53,237.0
54,236.0
55,234.0
56,235.0
57,236.0
58,234.0
59,234.0
60,232.0
61,230.0
62,231.0
63,227.0
64,226.0
65,225.0
66,225.0
67,223.0
68,224.0
69,226.0
70,225.0
71,226.0
72,228.0
73,230.0
74,229.0
75,228.0
76,230.0
