frame,center
1,121.0
2,127.0
3,121.0
4,121.0
5,125.0
6,125.0
7,124.0
8,124.0
9,125.0
10,126.0
11,128.0
12,127.0
13,126.0
14,126.0
15,125.0
16,125.0
17,125.0
18,125.0
19,125.0
20,118.0
21,121.0
22,119.0
23,123.0
24,125.0
25,119.0
26,118.0
27,125.0
28,127.0
29,125.0
30,127.0
31,127.0
32,124.0
33,127.0
34,128.0
35,119.0
36,123.0
37,116.0
38,119.0
39,120.0
40,124.0
41,120.0
42,119.0
43,119.0
44,121.0
45,127.0
46,126.0
47,124.0
48,123.0
49,126.0
50,125.0
51,126.0
52,126.0
53,128.0
54,131.0
55,128.0
56,129.0
57,127.0
58,126.0
59,122.0
60,120.0
