frame,center
1,132.0
2,133.0
3,135.0
4,135.0
5,130.0
6,134.0
7,133.0
8,131.0
9,138.0
10,137.0
11,134.0
12,136.0
13,133.0
14,136.0
15,138.0
16,137.0
17,135.0
18,138.0
19,137.0
20,138.0
21,139.0
22,136.0
23,134.0
24,137.0
25,132.0
26,132.0
27,133.0
28,138.0
29,136.0
30,134.0
31,132.0
32,132.0
33,130.0
34,135.0
35,138.0
36,136.0
37,132.0
38,134.0
39,137.0
40,137.0
41,134.0
42,133.0
43,138.0
44,133.0
45,136.0
46,137.0
47,138.0
48,139.0
49,137.0
50,139.0
51,131.0
52,133.0
53,133.0
54,133.0
55,132.0
56,130.0
57,134.0
58,136.0
59,132.0
60,136.0
61,133.0
62,133.0
63,132.0
64,137.0
65,136.0
66,134.0
67,137.0
68,136.0
69,135.0
70,131.0
71,138.0
72,136.0
73,136.0
74,134.0
