frame,center
1,149.0
2,144.0
3,144.0
4,143.0
5,146.0
6,150.0
7,145.0
8,147.0
9,151.0
10,150.0
11,147.0
12,150.0
13,148.0
14,155.0
15,151.0
16,155.0
17,159.0
18,160.0
19,165.0
20,169.0
21,163.0
22,168.0
23,168.0
24,165.0
25,163.0
26,167.0
27,169.0
28,167.0
29,166.0
30,168.0
31,169.0
32,166.0
33,166.0
34,164.0
35,157.0
36,152.0
37,152.0
38,150.0
39,157.0
40,155.0
41,159.0
42,163.0
43,160.0
44,158.0
45,158.0
46,160.0
47,155.0
48,157.0
49,156.0
50,157.0
51,153.0
52,155.0
53,147.0
54,147.0
55,149.0
56,148.0
57,149.0
58,149.0
59,151.0
60,152.0
61,150.0
62,158.0
63,162.0
64,167.0
65,167.0
66,166.0
67,168.0
68,171.0
69,175.0
70,169.0
71,170.0
72,182.0
73,181.0
74,174.0
75,178.0
76,174.0
