frame,center
1,117.0
2,115.0
3,115.0
4,115.0
5,115.0
6,114.0
7,113.0
8,113.0
9,112.0
10,111.0
11,111.0
12,112.0
13,110.0
14,109.0
15,109.0
16,110.0
17,104.0
18,104.0
19,103.0
20,101.0
21,100.0
22,100.0
23,96.0
24,100.0
25,101.0
26,100.0
27,100.0
28,100.0
29,98.0
30,99.0
31,99.0
32,98.0
33,98.0
34,99.0
35,98.0
36,98.0
37,99.0
38,99.0
39,98.0
40,98.0
41,97.0
42,98.0
43,98.0
44,97.0
45,98.0
46,100.0
47,95.0
48,97.0
49,99.0
50,97.0
51,97.0
52,98.0
53,97.0
54,97.0
55,97.0
56,98.0
57,97.0
58,98.0
59,98.0
60,98.0
61,97.0
62,97.0
63,98.0
64,98.0
65,98.0
66,100.0
67,98.0
68,98.0
69,98.0
70,99.0
71,96.0
