frame,center
1,318.0
2,320.0
3,315.0
4,316.0
5,314.0
6,314.0
7,315.0
8,314.0
9,315.0
10,315.0
11,317.0
12,320.0
13,318.0
14,321.0
15,320.0
16,321.0
17,322.0
18,321.0
19,322.0
20,324.0
21,324.0
22,324.0
23,325.0
24,325.0
25,323.0
26,323.0
27,324.0
28,320.0
29,321.0
30,323.0
31,321.0
32,323.0
33,323.0
34,322.0
35,323.0
36,322.0
37,321.0
38,323.0
39,323.0
40,321.0
41,329.0
42,330.0
43,332.0
44,335.0
45,332.0
46,330.0
47,328.0
48,327.0
49,324.0
50,318.0
51,315.0
52,315.0
53,310.0
54,308.0
55,299.0
56,292.0
57,292.0
58,286.0
59,285.0
60,287.0
61,289.0
