frame,center
1,95.0
2,94.0
3,96.0
4,96.0
5,95.0
6,94.0
7,94.0
8,94.0
9,96.0
10,91.0
11,94.0
12,95.0
13,93.0
14,95.0
15,91.0
16,95.0
17,94.0
18,96.0
19,92.0
20,94.0
21,94.0
22,92.0
23,93.0
24,89.0
25,94.0
26,92.0
27,94.0
28,89.0
29,95.0
30,95.0
31,93.0
32,95.0
33,95.0
34,94.0
35,91.0
36,96.0
37,97.0
38,95.0
39,97.0
40,94.0
41,94.0
42,94.0
43,94.0
44,95.0
45,95.0
46,97.0
47,92.0
48,95.0
49,96.0
50,98.0
51,93.0
52,94.0
53,88.0
54,88.0
55,87.0
56,89.0
57,94.0
58,93.0
59,93.0
60,98.0
61,95.0
62,96.0
63,95.0
64,98.0
65,95.0
66,94.0
67,96.0
