frame,center
1,385.0
2,387.0
3,387.0
4,357.0
5,373.0
6,361.0
7,385.0
8,392.0
9,383.0
10,389.0
11,387.0
12,388.0
13,381.0
14,370.0
15,390.0
16,382.0
17,360.0
18,375.0
19,366.0
20,380.0
21,380.0
22,366.0
23,357.0
24,376.0
25,389.0
26,365.0
27,386.0
28,390.0
29,382.0
30,380.0
31,386.0
32,385.0
33,390.0
34,380.0
35,381.0
36,362.0
37,368.0
38,368.0
39,358.0
40,392.0
41,385.0
42,383.0
43,353.0
44,382.0
45,382.0
46,378.0
47,378.0
48,385.0
49,385.0
50,385.0
51,383.0
52,390.0
53,385.0
54,354.0
55,387.0
56,388.0
57,385.0
58,388.0
59,392.0
60,387.0
61,374.0
