frame,center
1,372.0
2,373.0
3,378.0
4,376.0
5,377.0
6,376.0
7,377.0
8,373.0
9,373.0
10,370.0
11,373.0
12,373.0
13,372.0
14,372.0
15,373.0
16,372.0
17,372.0
18,368.0
19,369.0
20,369.0
21,366.0
22,367.0
23,366.0
24,365.0
25,365.0
26,365.0
27,368.0
28,367.0
29,365.0
30,364.0
31,367.0
32,369.0
33,368.0
34,365.0
35,368.0
36,369.0
37,368.0
38,368.0
39,369.0
40,366.0
41,367.0
42,368.0
43,370.0
44,371.0
45,371.0
46,369.0
47,368.0
48,370.0
49,368.0
50,370.0
51,369.0
52,365.0
53,369.0
54,370.0
55,366.0
56,368.0
57,366.0
58,366.0
59,366.0
60,366.0
61,365.0
