frame,center
1,184.0
2,186.0
3,187.0
4,188.0
5,188.0
6,189.0
7,188.0
8,187.0
9,188.0
10,186.0
11,186.0
12,183.0
13,185.0
14,186.0
15,184.0
16,184.0
17,182.0
18,178.0
19,179.0
20,177.0
21,177.0
22,176.0
23,180.0
24,178.0
25,182.0
26,180.0
27,175.0
28,176.0
29,177.0
30,179.0
31,175.0
32,178.0
33,178.0
34,179.0
35,178.0
36,175.0
37,175.0
38,175.0
39,184.0
40,185.0
41,185.0
42,184.0
43,184.0
44,184.0
45,185.0
46,185.0
47,184.0
48,183.0
49,183.0
50,176.0
51,179.0
52,178.0
53,184.0
54,179.0
55,178.0
56,177.0
57,179.0
