frame,center
1,154.0
2,152.0
3,151.0
4,152.0
5,162.0
6,152.0
7,151.0
8,149.0
9,149.0
10,151.0
11,159.0
12,147.0
13,148.0
14,148.0
15,148.0
16,147.0
17,146.0
18,142.0
19,149.0
20,148.0
21,147.0
22,140.0
23,139.0
24,138.0
25,138.0
26,141.0
27,139.0
28,139.0
29,139.0
30,140.0
31,139.0
32,143.0
33,143.0
34,144.0
35,142.0
36,143.0
37,145.0
38,146.0
39,145.0
40,144.0
41,146.0
42,151.0
43,152.0
44,156.0
45,157.0
46,155.0
47,160.0
48,160.0
49,159.0
50,159.0
51,159.0
52,160.0
53,162.0
54,160.0
55,160.0
56,158.0
57,155.0
58,154.0
59,157.0
60,157.0
61,155.0
62,154.0
63,155.0
64,156.0
65,155.0
66,156.0
67,157.0
68,158.0
69,154.0
70,150.0
71,157.0
72,152.0
73,152.0
74,153.0
75,163.0
76,159.0
77,153.0
